Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-09 00:00:00+05:30,1337.907620360575,1355.9032973632384,1295.1867209569668,1300.2215576171875,5477333,0.0,0.0
2020-06-10 00:00:00+05:30,1300.5705282361987,1340.2506896223397,1299.6732149149088,1328.2369384765625,4876360,0.0,0.0
2020-06-11 00:00:00+05:30,1329.9816807109726,1330.380500158154,1285.3165800840134,1294.7879638671875,4376813,0.0,0.0
2020-06-12 00:00:00+05:30,1236.264667656481,1285.8149044452239,1227.889947180225,1275.94482421875,8992424,0.0,0.0
2020-06-15 00:00:00+05:30,1266.1743551869718,1267.3209153609282,1233.4731105609462,1245.137939453125,7553579,0.0,0.0
2020-06-16 00:00:00+05:30,1272.1564626227562,1291.8968702065692,1234.3705997764318,1272.9541015625,5266292,0.0,0.0
2020-06-17 00:00:00+05:30,1265.6259817619484,1281.0792910469665,1232.8749602951877,1240.0533447265625,5429264,0.0,0.0
2020-06-18 00:00:00+05:30,1236.2648010315215,1305.954268591481,1224.649869487761,1299.4239501953125,6672522,0.0,0.0
2020-06-19 00:00:00+05:30,1300.0721419145873,1311.786749021563,1272.5054038287126,1298.57666015625,8492615,0.0,0.0
2020-06-22 00:00:00+05:30,1305.8544966437428,1380.8279206202058,1292.0461200754637,1351.2672119140625,7633867,0.0,0.0
2020-06-23 00:00:00+05:30,1350.9184800608393,1391.4958351720272,1345.983439091478,1385.71337890625,4669825,0.0,0.0
2020-06-24 00:00:00+05:30,1387.8070175486403,1393.788944348419,1332.9227904796267,1339.8519287109375,5332617,0.0,0.0
2020-06-25 00:00:00+05:30,1332.9726588818016,1385.5637641592998,1321.0088055485319,1377.5379638671875,9985038,0.0,0.0
2020-06-26 00:00:00+05:30,1375.843192887949,1378.7842582786564,1322.9529403063918,1336.0633544921875,6694196,0.0,0.0
2020-06-29 00:00:00+05:30,1332.0753682515167,1362.7826410114737,1309.0449745328547,1351.5665283203125,3819681,0.0,0.0
2020-06-30 00:00:00+05:30,1360.7887196663999,1368.7646223424983,1340.9985354918533,1356.35205078125,4777664,0.0,0.0
2020-07-01 00:00:00+05:30,1315.0270369434654,1360.68913133491,1312.036073250645,1352.663330078125,8939585,0.0,0.0
2020-07-02 00:00:00+05:30,1354.058989475002,1367.7675715687317,1338.2567573656609,1347.927490234375,4992982,0.0,0.0
