Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2020-06-09 00:00:00+05:30,433.0631071269891,440.58034147721503,414.6931349723391,418.2277221679688,46273705,0.0,0.0,,,,,,,,
2020-06-10 00:00:00+05:30,420.3684177193612,430.8228664603264,413.4983270957207,425.59564208984375,36163051,0.0,0.0,,,,,,,,
2020-06-11 00:00:00+05:30,424.6497775305895,433.6605050873041,406.9270088170341,411.6564025878906,45562670,0.0,0.0,,,,,,,,
2020-06-12 00:00:00+05:30,388.3080987369313,410.71048904867735,387.4617801370058,406.2300109863281,47813512,0.0,0.0,,,,,,,,
2020-06-15 00:00:00+05:30,404.1888961068335,404.1888961068335,381.985621040776,387.9098205566406,39577100,0.0,0.0,,,,,,,,
2020-06-16 00:00:00+05:30,403.1434861961879,403.2430584604999,358.83653285917,379.894775390625,96186227,0.0,0.0,,,,,,,,
2020-06-17 00:00:00+05:30,375.8125364747269,396.0244576726446,373.6718394224025,387.9098205566406,56949066,0.0,0.0,,,,,,,,
2020-06-18 00:00:00+05:30,384.32543406814153,406.2797634197735,382.3341105755605,403.6412658691406,43773580,0.0,0.0,,,,,,,,
2020-06-19 00:00:00+05:30,405.7321948714076,420.46797777033095,405.7321948714076,415.2407531738281,52085319,0.0,0.0,,,,,,,,
2020-06-22 00:00:00+05:30,418.177944123353,434.0089602166999,416.2861928341179,428.2839050292969,40454004,0.0,0.0,,,,,,,,
2020-06-23 00:00:00+05:30,428.6324251043317,443.0695218848493,428.5328528426009,441.7253723144531,30757220,0.0,0.0,,,,,,,,
2020-06-24 00:00:00+05:30,446.0564784690632,446.5543093602117,420.3684166398747,422.8077697753906,33577082,0.0,0.0,,,,,,,,
2020-06-25 00:00:00+05:30,417.18230637621247,426.8402382721712,408.5698376318795,419.87060546875,49853200,0.0,0.0,,,,,,,,
2020-06-26 00:00:00+05:30,424.1519324985805,426.8900024853671,416.1866379915649,423.0069274902344,32610915,0.0,0.0,,,,,,,,
2020-06-29 00:00:00+05:30,413.199615499613,413.9961327248156,400.6045007668424,403.0438537597656,36319455,0.0,0.0,,,,,43.94417687144316,,,
2020-06-30 00:00:00+05:30,408.2213681286012,413.00053296725065,402.29716782729344,404.8858947753906,26951915,0.0,0.0,,,,,44.987790614254735,,,
2020-07-01 00:00:00+05:30,408.2213460896928,435.4527029363719,404.8858729165565,431.3704833984375,53380512,0.0,0.0,,,,,57.29756986566147,,,
2020-07-02 00:00:00+05:30,439.0868421215831,439.5846730083423,419.47229302919766,421.3640747070313,50362770,0.0,0.0,,,,,52.51618163805092,,,
2020-07-03 00:00:00+05:30,428.1346028512513,429.7276679156426,421.8121439181544,426.5913391113281,31044457,0.0,0.0,,,,,54.64539933508245,,,
2020-07-06 00:00:00+05:30,432.26659173756616,435.7016373189372,429.2298352095397,432.11724853515625,18424079,0.0,0.0,414.56868438720704,,414.56868438720704,,56.84825852238778,,,
2020-07-07 00:00:00+05:30,431.6193800773803,447.0521376118657,424.35106126360034,445.4093017578125,37991679,0.0,0.0,415.9277633666992,,417.5058860415504,,61.67072272581996,,,
2020-07-08 00:00:00+05:30,448.0478334786666,459.3983725164218,439.08687680909327,442.2232055664063,45877067,0.0,0.0,416.75914154052737,,419.8599164724891,,59.94150443962908,,,
2020-07-09 00:00:00+05:30,445.9071564582466,455.01745612194384,444.1149469338747,451.7815551757813,29162679,0.0,0.0,418.76539916992186,,422.9000725394693,,63.268963188714295,,,
2020-07-10 00:00:00+05:30,447.948236486056,449.4915305028377,435.1042053791327,437.6929321289063,25676354,0.0,0.0,420.33854522705076,,424.3089163098919,,55.898593874112095,,,
2020-07-13 00:00:00+05:30,442.0240660016336,444.46341916803607,430.872641744636,438.1409606933594,21326370,0.0,0.0,422.85010223388673,,425.6262538702222,,56.07383806414055,,,
2020-07-14 00:00:00+05:30,433.0133039118473,433.9093934406734,413.5978991181401,415.887939453125,25685579,0.0,0.0,424.6497604370117,,424.6987953543082,,46.24459388938102,9.751049470724013,,
2020-07-15 00:00:00+05:30,422.1606050784999,442.5219011331768,420.9160278229619,424.7991027832031,43250557,0.0,0.0,426.49422454833984,,424.70834844277437,,50.02260766914968,8.62602263078628,,
2020-07-16 00:00:00+05:30,430.07615387011407,434.2579154635346,416.6347187198269,432.11724853515625,30183647,0.0,0.0,427.91802368164065,,425.4139579753821,,52.94728153669649,8.23007280044061,,
2020-07-17 00:00:00+05:30,432.11721991138415,437.9916184368288,422.7580050963316,431.22113037109375,33464985,0.0,0.0,428.71704254150393,,425.9670220130689,,52.541812392191595,7.754580483800794,,
2020-07-20 00:00:00+05:30,435.8012095822734,440.879060775342,427.43762562505486,432.11724853515625,30400586,0.0,0.0,428.90870971679686,,426.5527578723153,,52.93000120400642,7.3651576905888305,,
2020-07-21 00:00:00+05:30,438.0911973546144,449.0434772884798,436.5977046363601,444.2643127441406,43147019,0.0,0.0,429.03565673828126,,428.23957262201293,,57.950877616409294,7.945117516674031,,
2020-07-22 00:00:00+05:30,475.9263320529056,482.49770589469,458.1039922225223,476.8722229003906,89611937,0.0,0.0,431.73887939453124,,432.871253600906,,67.86143617089081,10.910160156223185,,
2020-07-23 00:00:00+05:30,470.8982521702375,472.6904312245975,457.2079026613629,458.8507385253906,40249567,0.0,0.0,433.6878860473633,,435.34549026038076,,59.51299687630282,11.67125566263661,,
2020-07-24 00:00:00+05:30,454.61921161874494,454.61921161874494,439.63448238587375,443.66693115234375,30566635,0.0,0.0,434.72088623046875,,436.13800844056766,,53.53699101442438,10.923305905280017,1.6814478700406426,9.241858035239375
2020-07-27 00:00:00+05:30,445.0608440827861,446.0565059263717,428.0350204804338,429.6778564453125,21924237,0.0,0.0,436.0525863647461,,435.522755869591,,48.68634731904823,9.09688568108902,-0.11597788332028358,9.212863564409304
2020-07-28 00:00:00+05:30,432.1172352644538,438.0912062588933,422.5588755963131,435.1539916992188,33057573,0.0,0.0,437.5659912109375,,435.48763547241265,,50.57420369562952,7.999104150412279,-0.9710075311976194,8.970111681609898
2020-07-29 00:00:00+05:30,433.8596220630811,445.0608171249506,432.4159003232545,438.9872741699219,24404819,0.0,0.0,437.9468307495117,,435.8209343959849,,51.908002061678495,7.353649938566036,-1.2931693944350897,8.646819333001126
2020-07-30 00:00:00+05:30,439.98292245378434,443.9655694646992,422.90732947152384,424.0025634765625,26861618,0.0,0.0,438.0787551879883,,434.6953752608018,,46.6125658744841,5.568788378947659,-2.4624247632427743,8.031213142190433
2020-07-31 00:00:00+05:30,427.1389071235516,432.5652760231351,419.4722992005927,429.77740478515625,27499638,0.0,0.0,438.23805847167966,,434.2269971202641,,48.781137304251196,4.567601695841574,-2.770889157079087,7.338490852920661
2020-08-03 00:00:00+05:30,429.72763990997856,430.0263262965662,413.8966233319099,415.5394592285156,23824107,0.0,0.0,437.40916900634767,,432.44723160676426,,44.032194187046066,2.5953532051764228,-3.794510118195391,6.389863323371814
2020-08-04 00:00:00+05:30,420.0199198263885,429.3293633659275,415.5394419032592,427.2882385253906,24746211,0.0,0.0,436.50311584472655,,431.9558989323477,,48.48854115026195,1.9577921583356215,-3.5456569320289537,5.503449090364575
2020-08-05 00:00:00+05:30,437.0955284715419,444.9114796476717,431.2709008875376,433.0631103515625,36932321,0.0,0.0,436.04511108398435,,432.06134763893954,,50.57183020920191,1.8966410318918747,-2.88544644677816,4.782087478670035
2020-08-06 00:00:00+05:30,434.1085368590322,436.3985468030673,425.2471530781672,431.1215515136719,33465135,0.0,0.0,435.0121109008789,,431.9718432460569,,49.84197979601809,1.6722342758789637,-2.4878825622328575,4.160116838111821
2020-08-07 00:00:00+05:30,429.5783074962037,435.104218483046,425.2969434081641,431.4202575683594,15569399,0.0,0.0,434.69847717285154,,431.91931127675235,,49.96162809003818,1.501188619252673,-2.1271425750873187,3.628331194339992
2020-08-10 00:00:00+05:30,432.1172104343074,435.10419575989016,427.43758793682,429.2297973632813,14888044,0.0,0.0,434.25291900634767,,431.663167094517,,49.03783765460445,1.175333360587672,-1.962398267001856,3.137731627589528
2020-08-11 00:00:00+05:30,433.4115709766255,447.9482393870151,433.4115709766255,446.0564880371094,30469633,0.0,0.0,435.7613464355469,,433.0339595652401,,55.79894108687752,2.2489396548667173,-0.7110335781782489,2.959973233044966
2020-08-12 00:00:00+05:30,442.870378523011,450.7859023809596,437.0457810113304,449.14306640625,23184137,0.0,0.0,436.9785446166992,,434.5681602167648,,56.92777568894701,3.3106780213715865,0.2805638306612961,3.0301141907102904
2020-08-13 00:00:00+05:30,452.13000687862575,454.7685044398274,443.41796656368655,446.1560363769531,21885850,0.0,0.0,437.68048400878905,,435.67176747011604,,55.45186274050703,3.866514197676622,0.6691200055730651,3.197394192103557
2020-08-14 00:00:00+05:30,449.5412989614221,449.5412989614221,423.7536646329205,433.9591979980469,36725538,0.0,0.0,437.81738739013673,,435.5086656156333,,49.776973626225484,3.2849683774025493,0.07005934823919358,3.2149090291633557
